Latitude (decimal degrees):	12.307
Longitude (decimal degrees):	76.650
Elevation (m):	756
Radiation database:	PVGIS-ERA5


Slope: 0 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230930:1030,241.9,167.65,146.85,0.0,31.6,26.19,5.52,0.0
20230930:1130,62.06,34.15,64.15,0.0,17.12,25.55,5.86,0.0
20230930:1230,2.43,4.4,10.38,0.0,2.52,24.22,4.69,0.0
20230930:1330,0.0,0.0,0.0,0.0,0.0,23.33,4.69,0.0
20230930:1430,0.0,0.0,0.0,0.0,0.0,22.89,4.07,0.0
20230930:1530,0.0,0.0,0.0,0.0,0.0,22.5,3.72,0.0
20230930:1630,0.0,0.0,0.0,0.0,0.0,22.43,3.52,0.0
20230930:1730,0.0,0.0,0.0,0.0,0.0,22.3,3.66,0.0
20230930:1830,0.0,0.0,0.0,0.0,0.0,22.17,3.72,0.0
20230930:1930,0.0,0.0,0.0,0.0,0.0,21.54,3.86,0.0
20230930:2030,0.0,0.0,0.0,0.0,0.0,21.3,3.79,0.0
20230930:2130,0.0,0.0,0.0,0.0,0.0,21.15,3.86,0.0
20230930:2230,0.0,0.0,0.0,0.0,0.0,21.11,3.86,0.0
20230930:2330,0.0,0.0,0.0,0.0,0.0,20.96,3.86,0.0
20231001:0030,0.0,0.0,0.0,0.0,-3.68,20.95,3.86,0.0
20231001:0130,40.0,19.95,50.45,0.0,10.94,20.89,3.59,0.0
20231001:0230,176.33,101.65,131.85,0.0,25.47,21.67,3.79,0.0
20231001:0330,299.36,202.2,174.65,0.0,39.8,23.11,5.17,0.0
20231001:0430,441.12,351.15,199.1,0.0,53.69,24.21,5.66,0.0
20231001:0530,447.12,340.8,219.45,0.0,66.32,25.66,6.21,0.0
20231001:0630,489.12,444.3,168.25,0.0,74.29,26.28,6.28,0.0
20231001:0730,633.57,650.85,153.1,0.0,70.57,27.09,6.41,0.0
20231001:0830,506.6,452.1,185.8,0.0,59.14,26.84,6.41,0.0
20231001:0930,216.35,127.5,153.55,0.0,45.6,27.16,6.14,0.0
20231001:1030,258.15,197.05,136.5,0.0,31.41,25.69,5.72,0.0
20231001:1130,65.29,33.25,68.95,0.0,16.94,25.16,5.86,0.0
20231001:1230,3.68,2.65,13.29,0.0,2.36,24.13,4.41,0.0
20231001:1330,0.0,0.0,0.0,0.0,0.0,23.32,4.34,0.0
20231001:1430,0.0,0.0,0.0,0.0,0.0,22.61,4.0,0.0
20231001:1530,0.0,0.0,0.0,0.0,0.0,22.32,3.66,0.0
20231001:1630,0.0,0.0,0.0,0.0,0.0,22.18,3.31,0.0
20231001:1730,0.0,0.0,0.0,0.0,0.0,22.16,3.38,0.0
20231001:1830,0.0,0.0,0.0,0.0,0.0,22.06,3.59,0.0
20231001:1930,0.0,0.0,0.0,0.0,0.0,22.36,3.03,0.0
20231001:2030,0.0,0.0,0.0,0.0,0.0,22.27,3.59,0.0
20231001:2130,0.0,0.0,0.0,0.0,0.0,21.89,3.59,0.0
20231001:2230,0.0,0.0,0.0,0.0,0.0,21.95,3.38,0.0
20231001:2330,0.0,0.0,0.0,0.0,0.0,22.07,3.17,0.0
20231002:0030,0.0,0.0,0.0,0.0,-3.68,22.18,3.17,0.0
20231002:0130,37.47,9.5,55.3,0.0,10.93,22.3,2.97,0.0
20231002:0230,208.78,173.55,101.8,0.0,25.44,22.73,4.0,0.0
20231002:0330,331.29,233.8,183.9,0.0,39.75,23.82,4.83,0.0
20231002:0430,374.43,270.05,201.3,0.0,53.59,25.08,4.83,0.0
20231002:0530,467.38,392.45,197.15,0.0,66.13,26.03,4.9,0.0
20231002:0630,684.21,665.55,219.6,0.0,73.92,27.04,4.97,0.0
20231002:0730,626.73,583.5,228.4,0.0,70.21,28.61,5.03,0.0
20231002:0830,548.96,562.7,143.35,0.0,58.87,29.14,4.83,0.0
20231002:0930,419.37,377.15,162.0,0.0,45.39,29.4,4.76,0.0
20231002:1030,259.99,220.55,121.85,0.0,31.22,29.19,4.62,0.0
20231002:1130,137.42,139.85,66.65,0.0,16.77,28.53,4.28,0.0
20231002:1230,2.91,0.0,12.6,0.0,2.19,27.6,3.79,0.0
20231002:1330,0.0,0.0,0.0,0.0,0.0,26.04,3.24,0.0
20231002:1430,0.0,0.0,0.0,0.0,0.0,24.78,3.17,0.0
20231002:1530,0.0,0.0,0.0,0.0,0.0,23.73,2.97,0.0
20231002:1630,0.0,0.0,0.0,0.0,0.0,22.9,2.76,0.0
20231002:1730,0.0,0.0,0.0,0.0,0.0,22.21,2.55,0.0
20231002:1830,0.0,0.0,0.0,0.0,0.0,21.76,2.62,0.0
20231002:1930,0.0,0.0,0.0,0.0,0.0,21.6,2.69,0.0
20231002:2030,0.0,0.0,0.0,0.0,0.0,21.48,2.48,0.0
20231002:2130,0.0,0.0,0.0,0.0,0.0,21.33,2.55,0.0
20231002:2230,0.0,0.0,0.0,0.0,0.0,21.05,2.41,0.0
20231002:2330,0.0,0.0,0.0,0.0,0.0,20.7,2.28,0.0
20231003:0030,0.0,0.0,0.0,0.0,-3.69,20.49,2.0,0.0
20231003:0130,53.56,45.0,49.1,0.0,10.92,20.47,1.93,0.0
20231003:0230,245.65,208.95,111.7,0.0,25.41,21.02,2.34,0.0
20231003:0330,443.23,410.4,152.0,0.0,39.69,22.81,2.48,0.0
20231003:0430,593.13,610.9,153.6,0.0,53.49,24.95,2.9,0.0
20231003:0530,682.09,702.9,192.95,0.0,65.93,26.79,3.31,0.0
20231003:0630,735.93,814.4,160.5,0.0,73.56,28.4,3.93,0.0
20231003:0730,673.38,705.2,190.2,0.0,69.86,29.34,3.31,0.0
20231003:0830,559.95,515.55,218.65,0.0,58.61,29.99,3.66,0.0
20231003:0930,407.99,328.8,201.3,0.0,45.17,30.13,3.93,0.0
20231003:1030,242.03,192.4,129.4,0.0,31.03,29.86,3.86,0.0
20231003:1130,114.65,98.6,75.8,0.0,16.6,29.26,3.52,0.0
20231003:1230,3.44,0.0,13.65,0.0,2.03,28.03,3.31,0.0
20231003:1330,0.0,0.0,0.0,0.0,0.0,26.37,3.59,0.0
20231003:1430,0.0,0.0,0.0,0.0,0.0,25.01,3.45,0.0
20231003:1530,0.0,0.0,0.0,0.0,0.0,23.95,3.1,0.0
20231003:1630,0.0,0.0,0.0,0.0,0.0,23.13,2.83,0.0
20231003:1730,0.0,0.0,0.0,0.0,0.0,22.43,2.62,0.0
20231003:1830,0.0,0.0,0.0,0.0,0.0,21.83,2.48,0.0
20231003:1930,0.0,0.0,0.0,0.0,0.0,21.2,2.34,0.0
20231003:2030,0.0,0.0,0.0,0.0,0.0,20.64,2.28,0.0
20231003:2130,0.0,0.0,0.0,0.0,0.0,20.41,2.14,0.0
20231003:2230,0.0,0.0,0.0,0.0,0.0,20.34,2.14,0.0
20231003:2330,0.0,0.0,0.0,0.0,0.0,20.11,2.21,0.0
20231004:0030,0.0,0.0,0.0,0.0,-3.69,19.86,2.0,0.0
20231004:0130,56.31,35.75,59.05,0.0,10.9,19.49,1.72,0.0
20231004:0230,255.26,222.4,109.9,0.0,25.38,20.15,1.86,0.0
20231004:0330,479.3,498.9,112.35,0.0,39.64,22.15,1.79,0.0
20231004:0430,619.12,687.55,123.85,0.0,53.38,24.67,1.79,0.0
20231004:0530,704.4,812.45,131.95,0.0,65.72,26.96,2.14,0.0
20231004:0630,735.96,863.25,134.6,0.0,73.19,28.62,2.41,0.0
20231004:0730,715.57,832.85,137.55,0.0,69.5,29.77,2.55,0.0
20231004:0830,648.17,739.85,127.1,0.0,58.34,30.46,2.9,0.0
20231004:0930,521.41,554.65,131.85,0.0,44.96,30.71,3.17,0.0
20231004:1030,350.07,365.2,98.6,0.0,30.85,30.54,3.31,0.0
20231004:1130,140.61,150.7,63.6,0.0,16.43,29.93,3.17,0.0
20231004:1230,3.98,0.0,14.7,0.0,1.87,28.56,2.76,0.0
20231004:1330,0.0,0.0,0.0,0.0,0.0,26.49,2.97,0.0
20231004:1430,0.0,0.0,0.0,0.0,0.0,25.03,3.1,0.0
20231004:1530,0.0,0.0,0.0,0.0,0.0,23.9,2.97,0.0
20231004:1630,0.0,0.0,0.0,0.0,0.0,22.92,2.62,0.0
20231004:1730,0.0,0.0,0.0,0.0,0.0,22.1,2.28,0.0
20231004:1830,0.0,0.0,0.0,0.0,0.0,21.41,2.07,0.0
20231004:1930,0.0,0.0,0.0,0.0,0.0,21.32,2.34,0.0
20231004:2030,0.0,0.0,0.0,0.0,0.0,21.08,2.21,0.0
20231004:2130,0.0,0.0,0.0,0.0,0.0,20.7,2.0,0.0
20231004:2230,0.0,0.0,0.0,0.0,0.0,20.41,1.86,0.0
20231004:2330,0.0,0.0,0.0,0.0,0.0,20.24,1.86,0.0
20231005:0030,0.0,0.0,0.0,0.0,-3.7,19.75,1.59,0.0
20231005:0130,49.32,22.15,60.4,0.0,10.89,19.53,1.59,0.0
20231005:0230,214.47,136.0,144.4,0.0,25.35,19.94,1.66,0.0
20231005:0330,457.16,445.55,135.6,0.0,39.58,21.48,1.66,0.0
20231005:0430,610.16,674.05,127.4,0.0,53.27,24.29,1.45,0.0
20231005:0530,690.4,805.85,131.3,0.0,65.51,26.71,1.31,0.0
20231005:0630,700.69,800.15,160.65,0.0,72.82,28.38,1.45,0.0
20231005:0730,707.74,834.35,134.15,0.0,69.14,29.41,1.86,0.0
20231005:0830,642.84,739.8,125.8,0.0,58.07,30.2,2.28,0.0
20231005:0930,523.77,580.55,112.55,0.0,44.74,30.54,2.55,0.0
20231005:1030,353.78,375.75,94.75,0.0,30.66,30.52,2.76,0.0
20231005:1130,143.99,153.35,66.35,0.0,16.27,30.07,2.69,0.0
20231005:1230,3.7,0.0,14.2,0.0,1.72,28.79,2.21,0.0
20231005:1330,0.0,0.0,0.0,0.0,0.0,26.73,2.76,0.0
20231005:1430,0.0,0.0,0.0,0.0,0.0,25.15,3.17,0.0
20231005:1530,0.0,0.0,0.0,0.0,0.0,23.89,3.31,0.0
20231005:1630,0.0,0.0,0.0,0.0,0.0,22.86,2.97,0.0
20231005:1730,0.0,0.0,0.0,0.0,0.0,22.19,2.83,0.0
20231005:1830,0.0,0.0,0.0,0.0,0.0,21.61,2.76,0.0
20231005:1930,0.0,0.0,0.0,0.0,0.0,21.42,2.9,0.0
20231005:2030,0.0,0.0,0.0,0.0,0.0,21.01,2.62,0.0
20231005:2130,0.0,0.0,0.0,0.0,0.0,20.63,2.41,0.0
20231005:2230,0.0,0.0,0.0,0.0,0.0,20.45,2.28,0.0
20231005:2330,0.0,0.0,0.0,0.0,0.0,20.35,1.79,0.0
20231006:0030,0.0,0.0,0.0,0.0,-3.71,20.35,1.93,0.0
20231006:0130,55.45,42.75,53.05,0.0,10.87,20.08,2.0,0.0
20231006:0230,249.41,202.8,122.0,0.0,25.31,20.61,2.28,0.0
20231006:0330,461.49,467.25,118.5,0.0,39.51,22.49,2.28,0.0
20231006:0430,598.42,628.6,152.95,0.0,53.15,25.05,2.0,0.0
20231006:0530,671.02,742.55,156.2,0.0,65.29,27.19,1.93,0.0
20231006:0630,673.16,727.05,186.85,0.0,72.45,28.61,1.72,0.0
20231006:0730,669.51,778.65,143.3,0.0,68.78,29.68,1.24,0.0
20231006:0830,532.83,558.85,152.45,0.0,57.8,30.53,1.72,0.0
20231006:0930,467.15,506.3,111.25,0.0,44.52,30.57,2.0,0.0
20231006:1030,245.0,216.35,112.6,0.0,30.48,30.48,2.28,0.0
20231006:1130,93.13,78.95,67.5,0.0,16.1,29.88,2.14,0.0
20231006:1230,2.58,0.0,12.0,0.0,1.56,28.99,1.66,0.0
20231006:1330,0.0,0.0,0.0,0.0,0.0,27.35,1.79,0.0
20231006:1430,0.0,0.0,0.0,0.0,0.0,25.94,2.14,0.0
20231006:1530,0.0,0.0,0.0,0.0,0.0,25.11,2.55,0.0
20231006:1630,0.0,0.0,0.0,0.0,0.0,24.38,2.76,0.0
20231006:1730,0.0,0.0,0.0,0.0,0.0,23.93,2.62,0.0
20231006:1830,0.0,0.0,0.0,0.0,0.0,23.35,2.28,0.0
20231006:1930,0.0,0.0,0.0,0.0,0.0,22.64,2.28,0.0
20231006:2030,0.0,0.0,0.0,0.0,0.0,22.25,2.21,0.0
20231006:2130,0.0,0.0,0.0,0.0,0.0,21.89,2.21,0.0
20231006:2230,0.0,0.0,0.0,0.0,0.0,21.49,2.0,0.0
20231006:2330,0.0,0.0,0.0,0.0,0.0,21.32,1.93,0.0
20231007:0030,0.0,0.0,0.0,0.0,-3.72,21.15,1.93,0.0
20231007:0130,45.01,23.0,54.8,0.0,10.85,21.04,1.79,0.0
20231007:0230,216.12,148.65,135.45,0.0,25.28,21.51,2.21,0.0
20231007:0330,421.4,403.7,134.2,0.0,39.44,23.31,1.86,0.0
20231007:0430,525.39,542.75,143.95,0.0,53.03,25.64,1.31,0.0
20231007:0530,582.32,577.05,203.3,0.0,65.07,26.93,0.97,0.0
20231007:0630,477.74,456.75,175.45,0.0,72.08,28.07,0.83,0.0
20231007:0730,365.36,314.55,165.6,0.0,68.43,28.8,0.69,0.0
20231007:0830,517.43,525.6,170.5,0.0,57.53,28.88,0.62,0.0
20231007:0930,395.79,392.05,133.75,0.0,44.31,29.71,0.69,0.0
20231007:1030,260.4,256.35,94.8,0.0,30.29,29.73,0.76,0.0
20231007:1130,87.94,74.0,65.55,0.0,15.93,29.34,0.76,0.0
20231007:1230,2.1,0.0,11.0,0.0,1.41,28.85,1.17,0.0
20231007:1330,0.0,0.0,0.0,0.0,0.0,27.59,1.79,0.0
20231007:1430,0.0,0.0,0.0,0.0,0.0,26.08,2.07,0.0
20231007:1530,0.0,0.0,0.0,0.0,0.0,24.92,1.72,0.0
20231007:1630,0.0,0.0,0.0,0.0,0.0,24.21,1.45,0.0
20231007:1730,0.0,0.0,0.0,0.0,0.0,23.74,1.79,0.0
20231007:1830,0.0,0.0,0.0,0.0,0.0,23.33,2.21,0.0
20231007:1930,0.0,0.0,0.0,0.0,0.0,23.26,2.07,0.0
20231007:2030,0.0,0.0,0.0,0.0,0.0,22.68,1.72,0.0
20231007:2130,0.0,0.0,0.0,0.0,0.0,22.2,1.45,0.0
20231007:2230,0.0,0.0,0.0,0.0,0.0,21.89,1.38,0.0
20231007:2330,0.0,0.0,0.0,0.0,0.0,21.74,1.38,0.0
20231008:0030,0.0,0.0,0.0,0.0,-3.73,21.59,1.38,0.0
20231008:0130,57.47,45.5,54.15,0.0,10.82,21.39,1.31,0.0
20231008:0230,207.37,153.25,122.45,0.0,25.23,22.4,1.31,0.0
20231008:0330,417.13,407.85,132.25,0.0,39.37,24.41,1.03,0.0
20231008:0430,527.44,553.95,148.85,0.0,52.91,26.58,0.55,0.0
20231008:0530,552.44,560.35,183.8,0.0,64.84,27.62,0.55,0.0
20231008:0630,628.92,697.15,167.85,0.0,71.71,28.22,0.55,0.0
20231008:0730,579.14,614.15,180.6,0.0,68.07,28.97,0.34,0.0
20231008:0830,440.8,424.15,169.0,0.0,57.26,30.03,0.21,0.0
20231008:0930,330.26,268.25,171.85,0.0,44.09,30.12,0.48,0.0
20231008:1030,242.76,197.7,129.15,0.0,30.11,29.34,1.1,0.0
20231008:1130,54.96,31.45,59.55,0.0,15.77,27.84,1.24,0.0
20231008:1230,0.89,0.0,8.2,0.0,1.26,25.7,2.28,0.0
20231008:1330,0.0,0.0,0.0,0.0,0.0,23.91,2.34,0.0
20231008:1430,0.0,0.0,0.0,0.0,0.0,23.26,2.28,0.0
20231008:1530,0.0,0.0,0.0,0.0,0.0,22.91,1.86,0.0
20231008:1630,0.0,0.0,0.0,0.0,0.0,22.62,1.66,0.0
20231008:1730,0.0,0.0,0.0,0.0,0.0,22.44,1.52,0.0
20231008:1830,0.0,0.0,0.0,0.0,0.0,22.29,1.45,0.0
20231008:1930,0.0,0.0,0.0,0.0,0.0,22.04,1.38,0.0
20231008:2030,0.0,0.0,0.0,0.0,0.0,21.83,1.38,0.0
20231008:2130,0.0,0.0,0.0,0.0,0.0,21.65,1.38,0.0
20231008:2230,0.0,0.0,0.0,0.0,0.0,21.58,1.38,0.0
20231008:2330,0.0,0.0,0.0,0.0,0.0,21.45,1.45,0.0
20231009:0030,0.0,0.0,0.0,0.0,-3.74,21.41,1.38,0.0
20231009:0130,48.81,36.5,49.85,0.0,10.8,21.24,1.31,0.0
20231009:0230,210.44,169.65,109.2,0.0,25.19,22.14,1.86,0.0
20231009:0330,368.96,333.75,138.45,0.0,39.29,23.68,1.52,0.0
20231009:0430,505.48,455.8,201.2,0.0,52.78,25.44,1.66,0.0
20231009:0530,620.47,656.9,169.45,0.0,64.61,27.05,1.66,0.0
20231009:0630,538.43,542.65,170.2,0.0,71.34,28.4,1.52,0.0
20231009:0730,529.44,475.65,229.7,0.0,67.72,28.74,1.38,0.0
20231009:0830,440.13,425.15,157.3,0.0,56.99,29.36,0.97,0.0
20231009:0930,314.85,244.9,174.45,0.0,43.88,29.52,0.28,0.0
20231009:1030,141.74,84.6,113.15,0.0,29.93,29.24,0.76,0.0
20231009:1130,54.67,27.0,62.8,0.0,15.61,27.13,1.66,0.0
20231009:1230,0.64,0.0,7.6,0.0,1.11,25.35,2.14,0.0
20231009:1330,0.0,0.0,0.0,0.0,0.0,24.09,2.0,0.0
20231009:1430,0.0,0.0,0.0,0.0,0.0,23.47,1.52,0.0
20231009:1530,0.0,0.0,0.0,0.0,0.0,23.11,1.31,0.0
20231009:1630,0.0,0.0,0.0,0.0,0.0,22.73,1.1,0.0
20231009:1730,0.0,0.0,0.0,0.0,0.0,22.47,0.83,0.0
20231009:1830,0.0,0.0,0.0,0.0,0.0,22.35,1.17,0.0
20231009:1930,0.0,0.0,0.0,0.0,0.0,22.11,0.48,0.0
20231009:2030,0.0,0.0,0.0,0.0,0.0,22.15,0.97,0.0
20231009:2130,0.0,0.0,0.0,0.0,0.0,21.95,1.1,0.0
20231009:2230,0.0,0.0,0.0,0.0,0.0,21.77,1.03,0.0
20231009:2330,0.0,0.0,0.0,0.0,0.0,21.72,0.9,0.0
20231010:0030,0.0,0.0,0.0,0.0,-3.76,21.72,0.83,0.0
20231010:0130,38.02,11.65,54.4,0.0,10.77,21.56,1.03,0.0
20231010:0230,168.26,109.15,117.35,0.0,25.14,22.17,1.1,0.0
20231010:0330,300.13,217.4,166.8,0.0,39.21,23.3,1.66,0.0
20231010:0430,421.43,310.55,231.75,0.0,52.64,24.86,1.72,0.0
20231010:0530,605.11,550.65,256.75,0.0,64.38,26.26,1.38,0.0
20231010:0630,509.77,377.45,301.85,0.0,70.98,27.78,1.1,0.0
20231010:0730,546.7,536.8,203.9,0.0,67.37,28.96,0.62,0.0
20231010:0830,380.66,306.45,198.55,0.0,56.73,29.67,0.69,0.0
20231010:0930,403.11,379.1,155.5,0.0,43.67,29.25,0.83,0.0
20231010:1030,206.26,109.85,172.05,0.0,29.75,29.62,0.28,0.0
20231010:1130,66.32,22.45,81.75,0.0,15.45,27.44,2.14,0.0
20231010:1230,1.93,0.0,10.55,0.0,0.96,25.74,2.69,0.0
20231010:1330,0.0,0.0,0.0,0.0,0.0,24.07,1.86,0.0
20231010:1430,0.0,0.0,0.0,0.0,0.0,23.26,1.1,0.0
20231010:1530,0.0,0.0,0.0,0.0,0.0,23.07,1.24,0.0
20231010:1630,0.0,0.0,0.0,0.0,0.0,22.83,1.45,0.0
20231010:1730,0.0,0.0,0.0,0.0,0.0,22.42,1.66,0.0
20231010:1830,0.0,0.0,0.0,0.0,0.0,22.1,1.59,0.0
20231010:1930,0.0,0.0,0.0,0.0,0.0,22.1,1.72,0.0
20231010:2030,0.0,0.0,0.0,0.0,0.0,21.99,1.45,0.0
20231010:2130,0.0,0.0,0.0,0.0,0.0,21.62,1.03,0.0
20231010:2230,0.0,0.0,0.0,0.0,0.0,21.28,0.9,0.0
20231010:2330,0.0,0.0,0.0,0.0,0.0,21.21,0.83,0.0
20231011:0030,0.0,0.0,0.0,0.0,-3.78,21.09,1.03,0.0
20231011:0130,39.57,25.4,46.25,0.0,10.74,21.08,0.9,0.0
20231011:0230,143.08,76.05,118.65,0.0,25.09,21.69,0.83,0.0
20231011:0330,262.63,147.8,191.1,0.0,39.13,22.8,1.03,0.0
20231011:0430,392.3,290.9,213.35,0.0,52.5,24.21,1.24,0.0
20231011:0530,323.03,87.05,335.8,0.0,64.14,25.68,1.17,0.0
20231011:0630,253.6,69.3,264.3,0.0,70.61,26.14,1.17,0.0
20231011:0730,411.16,258.9,280.85,0.0,67.02,27.19,1.1,0.0
20231011:0830,398.71,243.75,282.55,0.0,56.46,27.88,0.97,0.0
20231011:0930,312.19,219.05,193.15,0.0,43.46,28.32,0.69,0.0
20231011:1030,186.88,99.45,154.5,0.0,29.57,27.82,0.69,0.0
20231011:1130,50.16,13.45,68.7,0.0,15.29,26.88,1.24,0.0
20231011:1230,0.38,0.0,6.9,0.0,0.82,24.82,3.1,0.0
20231011:1330,0.0,0.0,0.0,0.0,0.0,23.36,2.83,0.0
20231011:1430,0.0,0.0,0.0,0.0,0.0,22.79,2.21,0.0
20231011:1530,0.0,0.0,0.0,0.0,0.0,22.47,1.72,0.0
20231011:1630,0.0,0.0,0.0,0.0,0.0,22.19,1.45,0.0
20231011:1730,0.0,0.0,0.0,0.0,0.0,21.91,1.1,0.0
20231011:1830,0.0,0.0,0.0,0.0,0.0,21.73,0.97,0.0
20231011:1930,0.0,0.0,0.0,0.0,0.0,21.38,1.93,0.0
20231011:2030,0.0,0.0,0.0,0.0,0.0,21.09,1.52,0.0
20231011:2130,0.0,0.0,0.0,0.0,0.0,20.98,1.31,0.0
20231011:2230,0.0,0.0,0.0,0.0,0.0,20.85,0.9,0.0
20231011:2330,0.0,0.0,0.0,0.0,0.0,20.78,0.76,0.0
20231012:0030,0.0,0.0,0.0,0.0,-3.8,20.79,1.03,0.0
20231012:0130,22.65,16.55,30.3,0.0,10.7,20.77,1.31,0.0
20231012:0230,153.34,87.85,118.55,0.0,25.04,21.21,1.79,0.0
20231012:0330,333.01,207.55,220.95,0.0,39.04,22.62,0.9,0.0
20231012:0430,485.99,433.0,206.1,0.0,52.36,24.49,0.41,0.0
20231012:0530,518.32,448.75,244.7,0.0,63.9,25.98,0.28,0.0
20231012:0630,553.94,436.6,308.55,0.0,70.24,26.93,0.76,0.0
20231012:0730,580.11,535.45,246.2,0.0,66.67,27.84,1.03,0.0
20231012:0830,505.88,441.5,225.45,0.0,56.19,28.64,1.93,0.0
20231012:0930,420.39,366.9,182.0,0.0,43.25,28.64,2.28,0.0
20231012:1030,280.44,242.25,130.45,0.0,29.39,28.49,2.21,0.0
20231012:1130,92.04,73.7,70.95,0.0,15.14,28.03,2.41,0.0
20231012:1230,1.57,0.0,9.8,0.0,0.68,27.08,1.52,0.0
20231012:1330,0.0,0.0,0.0,0.0,0.0,26.82,0.07,0.0
20231012:1430,0.0,0.0,0.0,0.0,0.0,25.1,1.38,0.0
20231012:1530,0.0,0.0,0.0,0.0,0.0,24.11,2.14,0.0
20231012:1630,0.0,0.0,0.0,0.0,0.0,23.29,2.34,0.0
20231012:1730,0.0,0.0,0.0,0.0,0.0,22.6,2.28,0.0
20231012:1830,0.0,0.0,0.0,0.0,0.0,22.16,2.0,0.0
20231012:1930,0.0,0.0,0.0,0.0,0.0,21.69,1.59,0.0
20231012:2030,0.0,0.0,0.0,0.0,0.0,21.17,1.38,0.0
20231012:2130,0.0,0.0,0.0,0.0,0.0,20.55,1.1,0.0
20231012:2230,0.0,0.0,0.0,0.0,0.0,20.21,0.9,0.0
20231012:2330,0.0,0.0,0.0,0.0,0.0,20.04,0.83,0.0
20231013:0030,0.0,0.0,0.0,0.0,-3.82,20.04,0.76,0.0
20231013:0130,50.99,39.2,50.5,0.0,10.67,20.09,0.69,0.0
20231013:0230,217.74,147.6,141.1,0.0,24.98,21.21,0.41,0.0
20231013:0330,394.88,348.05,164.0,0.0,38.95,22.95,0.34,0.0
20231013:0430,572.49,604.1,163.5,0.0,52.21,24.94,0.34,0.0
20231013:0530,651.16,707.4,179.25,0.0,63.65,26.84,0.9,0.0
20231013:0630,624.53,685.75,146.3,0.0,69.87,28.29,2.0,0.0
20231013:0730,694.41,794.41,135.4,0.0,66.32,28.89,2.76,0.0
20231013:0830,583.81,615.6,151.8,0.0,55.93,29.53,3.17,0.0
20231013:0930,494.02,521.8,123.75,0.0,43.04,29.56,3.1,0.0
20231013:1030,330.1,341.45,96.6,0.0,29.22,29.58,3.1,0.0
20231013:1130,123.06,127.4,65.2,0.0,14.99,29.11,2.62,0.0
20231013:1230,2.09,0.0,10.95,0.0,0.54,27.65,1.79,0.0
20231013:1330,0.0,0.0,0.0,0.0,0.0,25.78,1.86,0.0
20231013:1430,0.0,0.0,0.0,0.0,0.0,24.22,2.0,0.0
20231013:1530,0.0,0.0,0.0,0.0,0.0,23.02,2.28,0.0
20231013:1630,0.0,0.0,0.0,0.0,0.0,22.3,2.41,0.0
20231013:1730,0.0,0.0,0.0,0.0,0.0,21.77,2.41,0.0
20231013:1830,0.0,0.0,0.0,0.0,0.0,21.16,2.21,0.0
20231013:1930,0.0,0.0,0.0,0.0,0.0,21.24,1.1,0.0
20231013:2030,0.0,0.0,0.0,0.0,0.0,22.23,0.62,0.0
20231013:2130,0.0,0.0,0.0,0.0,0.0,19.64,1.31,0.0
20231013:2230,0.0,0.0,0.0,0.0,0.0,18.29,1.66,0.0
20231013:2330,0.0,0.0,0.0,0.0,0.0,17.96,1.66,0.0
20231014:0030,0.0,0.0,0.0,0.0,-3.84,17.64,1.66,0.0
20231014:0130,64.79,64.7,48.05,0.0,10.63,17.55,1.52,0.0
20231014:0230,255.23,223.75,111.25,0.0,24.92,20.29,0.97,0.0
20231014:0330,384.63,324.35,171.15,0.0,38.86,22.96,0.83,0.0
20231014:0430,585.79,641.4,139.55,0.0,52.06,24.72,0.62,0.0
20231014:0530,622.06,674.4,178.5,0.0,63.41,26.53,0.28,0.0
20231014:0630,661.42,699.6,223.4,0.0,69.51,27.66,0.34,0.0
20231014:0730,660.45,721.7,187.3,0.0,65.98,28.5,0.97,0.0
20231014:0830,596.62,638.05,167.5,0.0,55.66,29.18,1.38,0.0
20231014:0930,466.49,490.3,128.2,0.0,42.83,29.47,1.45,0.0
20231014:1030,293.12,282.3,110.95,0.0,29.05,29.44,1.52,0.0
20231014:1130,110.81,112.15,63.55,0.0,14.84,29.05,1.38,0.0
20231014:1230,1.53,0.0,9.75,0.0,0.41,27.71,0.97,0.0
20231014:1330,0.0,0.0,0.0,0.0,0.0,26.39,0.97,0.0
20231014:1430,0.0,0.0,0.0,0.0,0.0,26.19,0.69,0.0
20231014:1530,0.0,0.0,0.0,0.0,0.0,25.77,0.76,0.0
20231014:1630,0.0,0.0,0.0,0.0,0.0,22.92,1.93,0.0
20231014:1730,0.0,0.0,0.0,0.0,0.0,22.47,2.34,0.0
20231014:1830,0.0,0.0,0.0,0.0,0.0,22.19,2.07,0.0
20231014:1930,0.0,0.0,0.0,0.0,0.0,22.25,0.83,0.0
20231014:2030,0.0,0.0,0.0,0.0,0.0,22.29,0.41,0.0
20231014:2130,0.0,0.0,0.0,0.0,0.0,21.81,0.55,0.0
20231014:2230,0.0,0.0,0.0,0.0,0.0,21.44,0.76,0.0
20231014:2330,0.0,0.0,0.0,0.0,0.0,21.28,1.38,0.0
20231015:0030,0.0,0.0,0.0,0.0,-3.87,21.05,1.38,0.0
20231015:0130,46.68,8.75,67.45,0.0,10.59,20.79,1.24,0.0
20231015:0230,208.14,133.55,142.8,0.0,24.85,21.89,1.03,0.0
20231015:0330,352.18,221.25,232.85,0.0,38.76,23.52,1.24,0.0
